Name,Notes
blue-sapphire,"['lemon', ' mint', ' apple', 'clary sage', ' marine notes', ' geranium']"
raghba-wood-intense,"['caramel', ' licorice', ' guaiac wood', ' cedar', 'sugar', ' agarwood (oud)', ' sandalwood', ' cashmere wood']"
cedrat-37-berlin,"['citron', 'ginger']"
desirtoxic,"['cardamom', ' bergamot', ' lemon', 'tonka bean', ' cannabis', ' black currant', ' cinnamon']"
daisy-hot-pink,"['strawberry', 'violet', ' jasmine', ' gardenia']"
daisy-eau-so-fresh-sunshine,"['big strawberry', ' pink grapefruit', ' apple blossom', 'rose', ' jasmine', ' violet leaf']"
legend-special-edition-2012,"['mint', ' bergamot', ' ginger flower', ' mandarin orange', 'lavender', ' rose', ' jasmine']"
angel-eau-sucree,"['red berries', 'meringue']"
musc-sandalo,"['aldehydes', ' lavender', ' bergamot', 'rose', ' jasmine', ' tuberose']"
biografia-inspire,"['pomelo', ' nutmeg', ' green notes', 'violet', ' geranium', ' iris']"
essencial-ato,"['priprioca', ' raspberry', ' mandarin orange', ' watery notes', ' apple', ' pink pepper', ' lemon', ' cassis', 'rose', ' redwood flower', ' lily-of-the-valley', ' solar notes', ' jasmine sambac', ' osmanthus', ' orange blossom']"
essencial-estilo,"['black pepper', ' pink pepper', ' cypress', ' elemi', ' bergamot', 'precious woods', ' cedar', ' jasmine']"
essencial-estilo,"['peach', ' italian lemon', ' apricot', ' grapefruit', ' italian mandarin', ' orange', ' green apple', ' raspberry', 'turkish rose', ' orange blossom', ' lily-of-the-valley', ' peony', ' magnolia', ' jasmine sambac']"
essencial-supreme,"['plum', ' pink pepper', ' bergamot', ' grapefruit', 'violet', ' ylang-ylang', ' iris', ' jasmine sambac', ' damask rose']"
quimica-de-humor,"['pomegranate', ' pink pepper', ' pepper', ' cardamom', ' priprioca', ' ginger', ' grapefruit', ' basil', 'cedar', ' violet', ' coriander', ' lavender']"
coffee-woman-sense,"['raspberry', ' indian ginger', ' cassis', ' mandarin orange', ' apple', ' kumquat', 'rose petals', ' peony', ' magnolia', ' freesia', ' hyacinth', ' skin']"
egeo-sex-education,"['strawberry', ' custard', ' bergamot', ' mandarin orange', ' sicilian lemon', 'hazelnut', ' peony', ' pear', ' apple', ' jasmine', ' osmanthus', ' freesia']"
glamour-love-me,"['bergamot', ' apple', 'rose', ' iris', ' lily-of-the-valley']"
jasmim-sambac,"['cassis', ' mandarin orange', ' italian lemon', ' pomelo', 'jasmine sambac', ' chinese jasmine', ' scent trek', ' apricot', ' heliotrope']"
thaty-confeti,"['apple', ' raspberry', ' passionfruit', ' grapefruit', 'rose', ' jasmine', ' violet', ' mimosa']"
tanger,"['italian mandarin', ' bergamot', ' ylang-ylang', 'neroli', ' cashmere wood', ' rose']"
invictus-aqua,"['yuzu', ' grapefruit', ' pink pepper', 'sea water', ' violet leaf']"
xs-extreme,"['mint', ' bergamot', ' petitgrain', 'juniper', ' brazilian rosewood', ' watermelon', ' rose']"
iris-prima,"['bergamot', ' pink pepper', 'iris', ' jasmine']"
ralph-lauren-blue,"['jasmine', ' gardenia', ' lotus', ' lily-of-the-valley', ' pink peony', ' grapefruit', ' melon', 'tuberose', ' orange blossom', ' basil', ' verbena', ' rose']"
polo-sport-woman,"['melon', ' peppermint', ' lemon', ' water mint', ' eucalyptus', ' orange blossom', ' aldehydes', 'freesia', ' ginger', ' cyclamen', ' lily', ' ylang-ylang', ' musk', ' poppy', ' violet', ' rose', ' nutmeg']"
al-hobb-hayat,"['mango', ' grapefruit', ' tangerine', 'praline', ' plum', ' lily-of-the-valley']"
la-yuqawam-jasmine-wisp,"['mandarin orange', ' grapefruit', ' lemon', 'passionfruit', ' white flowers', ' pear', ' peach', ' coconut']"
sotoor-seen,"['pear', ' guava', 'honey', ' orange blossom', ' lily-of-the-valley', ' rose']"
roberto-cavalli-man,"['ginger', ' bergamot', ' lemon', 'lavender', ' wormwood', ' cedar', ' leather']"
fleur-d-eau,"['melon', ' black currant', ' apricot', 'water hyacinth', ' lotus', ' mimosa', ' lily-of-the-valley', ' heliotrope', ' rose']"
lumiere-original,"['aldehydes', ' violet', ' orange blossom', ' green leaves', ' fruity notes', ' bergamot', 'narcissus', ' hiacynth', ' tuberose', ' honeysuckle', ' ylang-ylang', ' jasmine', ' rose', ' lily-of-the-valley', ' orris root']"
roja-haute-luxe,"['bergamot', 'ylang-ylang', ' jasmine', ' rose de mai']"
emozione-dolce-fiore-eau-de-parfum,"['peach', ' bergamot', ' grapefruit', 'rose', ' peony']"
rose-de-petra,"['rose', ' litchi', ' pomegranate', 'bulgarian rose']"
kenzy,"['orange', ' bergamot', ' lemon', 'grapes', ' pomegranate', ' fig', ' apricot']"
azza-silver,"['agarwood (oud)', 'saffron', ' olibanum', ' elemi', ' caraway']"
lyncis,"['iris flower', ' white iris', ' bergamot', ' mandarin orange', ' pink pepper', 'rose', ' orange blossom', ' amber', ' jasmine']"
black-orchid-voile-de-fleur,"['ylang-ylang', ' black currant', 'gardenia', ' plum', ' orchid', ' lily', ' pepper', ' honeysuckle']"
tuscan-leather-intense,"['raspberry', ' davana', ' saffron', ' thyme', 'woodsy notes', ' olibanum', ' jasmine']"
set-sail-martinique,"['mandarin orange', ' red apple', ' raspberry', 'floral notes']"
trussardi-uomo,"['aldehydes', ' lavender', ' bergamot', ' basil', ' juniper berries', ' caraway', ' marjoram', 'honey', ' carnation', ' vetiver', ' rose', ' cedar', ' cinnamon', ' orris root']"
valentino-uomo-edition-noire,"['myrtle', ' bergamot', 'hazelnut', ' leather', ' cedar']"
very-valentino-eau-toilette,"['bergamot', ' tarragon', ' magnolia', ' lily-of-the-valley', ' tangerine', ' orange', ' blackcurrant syrup', ' citruses', 'woodsy notes', ' jasmine', ' rose', ' rosemary', ' violet']"
bare-rose,"['pear', 'rose']"
jtc-400,"['honey', ' bitter orange', ' mandarin orange', ' bergamot', 'orange blossom', ' white tobacco', ' ylang-ylang', ' rose']"
aqua-regia,"['leather', ' calabrian bergamot', ' black currant', 'violet', ' orris root', ' singapore patchouli', ' caramel']"
coro-selfridges-exclusive,"['fruits', 'fruits', ' orris', ' floral notes', ' jasmine']"
symphonium-parfum,"['orange', ' mandarin orange', 'chocolate', ' cardamom']"
elle-edition-collector,"['grapefruit', 'jasmine', ' pink pepper']"
exquisite-embroidery,"['nutmeg', ' ginger', 'rose', ' patchouli']"
manifesto-l-elixir,"['bergamot', ' mandarin orange', 'heliotrope', ' jasmine sambac', ' tuberose']"
paris-eau-de-printemps-limited-edition-2009,"['may rose', ' violet', 'peony', ' honeysuckle', ' jasmine']"
orange-honey,"['neroli', 'orange blossom']"
the-poplin-shirt,"['orange', 'magnolia']"
rose-temeraire,"['cherry', ' plum', 'rose', ' floral notes']"
rich-leather,"['pineapple', 'pink pepper']"
tob-01-tabac-jazz,"['pear', ' orange blossom', ' bergamot', 'rum', ' sandalwood', ' osmanthus']"
wonder-rose-summer,"['fruity notes', 'jasmine']"
elegantly-tokyo,"['lily', 'jasmine']"
neon-candy,"['pink pepper', ' bergamot', ' mandarin orange', 'raspberry', ' peony', ' jasmine']"
fire-ice,"['tangerine', ' orange blossom', ' osmanthus', 'orchid', ' tuberose', ' magnolia', ' narcissus']"
pink-happiness-delicate-moments,"['bamboo', ' tea', ' red berries', ' bergamot', 'cotton candy', ' jasmine', ' lily', ' freesia']"
giordani-gold-essenza-sensuale,"['gardenia', ' bergamot', ' black currant', 'orange blossom', ' tuberose', ' heliotrope']"
sole-di-capri,"['fig', ' citruses', 'tiare flower', ' ylang-ylang', ' tuberose']"
leyenda,"['citruses', 'cardamom', ' spicy notes']"
art-elegance-art-elegance,"['hyacinth', ' iris', ' violet', 'jasmine', ' vetiver', ' coriander', ' rose']"
1881-signature,"['pepper', ' nutmeg', ' grapefruit', 'leather', ' cardamom', ' labdanum']"
intrigue,"['cassis', ' tangerine', ' amalfi lemon', ' bergamot', 'jasmine', ' lily', ' plum', ' peach', ' nutmeg']"
bottega-veneta-l-absolu,"['bergamot', ' pink pepper', 'jasmine sambac']"
yassemi,"['aldehydes', ' galbanum', ' black currant', ' blood orange', ' sweet orange', ' rum', 'egyptian jasmine', ' pitosporum', ' ylang-ylang', ' pink pepper', ' angelica', ' chamomile', ' palisander rosewood', ' heliotrope', ' geranium', ' lily-of-the-valley', ' mango']"
eau-de-cologne-bergamota,"['bergamot', ' mandarin orange', ' black currant', 'orange blossom', ' white flowers', ' jasmine sambac', ' gardenia']"
united-dreams-one-love,"['mango', ' mandarin orange', ' yuzu', 'lotus', ' magnolia']"
united-dreams-tonic,"['bergamot', ' tangerine', ' pineapple', 'fruity notes', ' pepper']"
infinite-celtic-ultimate,"['dates', ' spices', ' orange', 'cinnamon', ' benzoin', ' vanilla', ' geranium']"
chevalier-d-orsay,"['lavender', ' amalfi lemon', ' orange', ' basil', 'nutmeg', ' cinnamon', ' pepper', ' mint']"
tilleul-friction-de-nuit,"['angelica', ' petitgrain', ' citruses water', 'lime (linden) blossom', ' cyclamen']"
deseo-for-men,"['red berries', ' yuzu', ' cedar', ' lemon', 'tobacco leaf', ' guaiac wood', ' orris root']"
goddess,"['peach', ' apricot', ' pineapple', ' plum', ' apple', 'nutmeg', ' cloves', ' violet leaf', ' osmanthus', ' lilac', ' rose']"
no-07-white-patchouli-cedarwood,"['patchouli', ' water notes', 'musk', ' spices', ' frangipani']"
m-gouna,"['clementine', 'damask rose', ' sugar']"
sang-noir,"['nutmeg', ' saffron', ' cloves', ' cumin', 'agarwood', ' sandalwood', ' patchouli', ' labdanum', ' vetyver']"
cosmic,"['galbanum', ' aldehydes', ' bergamot', 'iris', ' rose', ' jasmine']"
incense-wood,"['ceylon cinnamon', ' cardamom', ' citruses', ' madagascar cloves', ' bergamot', 'incense', ' sandalwood', ' palisander rosewood', ' patchouli leaf']"
durrat-al-aroos,"['white musk', ' cypriol oil or nagarmotha', 'vanilla', ' saffron', ' cardamom']"
mr-sillage,"['lavender', 'myrhh']"
rejoice,"['peach', ' pear', ' passionfruit', 'lily of the valley', ' raspberry']"
ottoman-treasure,"['white oud', ' patchouli', ' labdanum', 'red berries', ' olibanum', ' gurjan balsam']"
vicious-mind,"['cloves', ' coconut', ' mandarin orange', 'black pepper', ' tonka bean', ' tuberose']"
fleurs-et-flammes,"['green accord', ' citruses', ' galbanum', ' bergamot', 'lily', ' carnation', ' white flowers', ' rose']"
fleur-et-feuille-de-jasmin,"['white honey', ' african orange flower', ' neroli', 'jasmine', ' ylang-ylang', ' carnation']"
orange-sanguine,"['blood orange', ' bitter orange', ' blood mandarin', 'african geranium', ' egyptian jasmine', ' madagascar pepper']"
mayura,"['indian jasmine', ' ylang-ylang', ' indian tuberose', 'indian spices', ' rose', ' oakmoss', ' wormwood', ' amber']"
baldinini-man,"['red apple', ' lavender', ' bergamot', 'cinnamon', ' leather', ' guaiac wood']"
fathom-v,"['green notes', ' soil tincture', ' juniper berries', ' black currant', ' tangerine', 'lily', ' mimosa', ' jasmine', ' thyme', ' black pepper', ' ginger', ' ylang-ylang', ' cumin']"
infinite-intense,"['black pepper', ' violet', ' lavender', ' geranium', 'ambergris', ' elemi resin', ' spices', ' siam benzoin', ' nutmeg']"
explorer,"['galbanum', ' bergamot', ' orange', 'amber', ' orris root', ' rose']"
golden-aries,"['ylang-ylang', ' pineapple', ' black currant', ' pink pepper', 'tuberose', ' frangipani', ' jasmine sambac', ' narcissus', ' moroccan rose']"
exotic,"['lavender', ' bergamot', 'ginger', ' lily', ' tincture of rose']"
barber-cologne-elixir-blue,"['watery notes', 'lavender', ' rosemary']"
315,"['bergamot', ' basil', ' mandarin orange', 'sea notes', ' pepper', ' cardamom']"
no-88-cologne,"['bergamot', 'rose', ' geranium', ' frangipani', ' black locust', ' cassia']"
wisal-dhahab,"['pear', ' peach', ' apple', ' grapefruit', ' mandarin orange', 'rose', ' orchid', ' jasmine', ' geranium']"
vetiver,"['vetiver', ' bergamot', 'cypress', ' patchouli']"
oud-al-layl,"['rose', ' woodsy notes', ' saffron', 'amber', ' musk']"
shams-al-emarat,"['vanilla', ' green apple', 'spices', ' rose', ' sandalwood']"
look,"['grapefruit', ' red apple', ' black currant', ' pink pepper', 'cacao', ' tonka bean', ' orange blossom', ' jasmine']"
donna-karan,"['osmanthus', ' orange blossom', ' apricot', ' pineapple', ' peach', ' bergamot', ' green notes', 'ylang-ylang', ' carnation', ' heliotrope', ' lily', ' orchid', ' jasmine', ' rose', ' cassia']"
liquid-cashmere-blush,"['aldehydes', ' mandarin orange', 'jasmine', ' rose', ' lily-of-the-valley']"
dkny-delicious-delights-dreamsicle,"['raspberry', ' mandarin orange', ' blueberry', 'sorbet', ' apricot', ' peach', ' green apple']"
he-wood-silver-wind-wood,"['incense', ' lavender', ' sage', 'nutmeg', ' musk']"
potion,"['angelica', ' thyme', ' mint', 'cinnamon', ' pepper', ' gentiana', ' rose']"
nuit-de-megeve,"['grapefruit', ' petitgrain', ' cloves', 'tonka bean', ' orris', ' coffee']"
santal-complet,"['coconut', ' lemon', 'violet', ' black pepper']"
oud-rouge-intense,"['pink pepper', ' lemon', 'cedar', ' sandalwood', ' patchouli']"
oud-vanille,"['caramel', ' raspberry', ' orange', 'incense', ' rose', ' patchouli', ' violet', ' jasmine']"
cannabis-santal,"['plum', ' bergamot', ' brazilian orange', 'patchouli', ' cannabis', ' rose']"
harajuku-lovers-snow-bunnies-g,"['coconut', ' mandarin orange', ' red apple', 'jasmine', ' magnolia', ' freesia']"
lettre-a-anna,"['orange', ' lemon', ' mandarin orange', 'rose', ' coriander', ' ylang-ylang']"
intensity,"['lavender', 'iris', ' ambrette (musk mallow)', ' pear']"
green-water,"['lime', ' green notes', ' petitgrain', ' basil', ' lemon', ' bergamot', ' carrot', ' mandarin orange', ' caraway', ' tangerine', 'ginger', ' jasmine', ' lily-of-the-valley']"
colonial-club-legend,"['orange', ' grapefruit', ' lemon', 'black pepper', ' vetiver', ' geranium', ' patchouli']"
futaina-oil,"['white musk', 'rose']"
wujood,"['rose', 'musk']"
amour-de-palazzo,"['clove', ' nutmeg', ' pepper', ' ginger', 'leather', ' labdanum', ' patchouli', ' atlas cedar', ' violet']"
bff,"['wild berries', ' star apple', ' red currant', 'pink rose', ' pear blossom', ' jasmine sambac']"
jardin-en-fete-festive-garden,"['lemon peel', ' mandarin orange', 'green tea', ' neroli', ' white peach']"
rose,"['litchi', ' pink pepper', ' raspberry', 'damask rose', ' grasse rose', ' violet leaf']"
the-vert-green-tea,"['bitter orange', ' orange', 'green tea', ' jasmine', ' mate']"
wild-cherry-tree-eau-de-toilette,"['black currant', ' amalfi lemon', 'cherry blossom', ' tincture of rose']"
terre-de-lumiere-intense,"['anise', ' pink pepper', ' bergamot', 'honey', ' lavender']"
ninfa-das-aguas-encanto,"['watery notes', ' pepper', ' mandarin orange', 'jasmine', ' violet leaves', ' gardenia']"
tonkade,"['tonka bean', ' dried fruits', ' cardamom', ' neroli', 'vanilla', ' cashmeran', ' atlas cedar', ' patchouli']"
emotion,"['lily-of-the-valley', ' mango', ' fruits', ' black currant', ' coconut', 'arum lily', ' iris', ' ylang-ylang']"
musc-blanc,"['ambrette (musk mallow)', 'lily-of-the-valley', ' rose', ' tarragon']"
dulce-pear,"['pear', ' apple', 'ambrette (musk mallow)', ' iris']"
bondage-hommes,"['mint', ' cardamom', ' wormwood', 'lavender', ' tonka bean', ' cedar']"
shamrock,"['citruses', 'honey', ' whiskey', ' jasmine']"
flora-luminare-eau-de-parfum,"['bitter almond', ' mandarin orange', ' olibanum', ' petitgrain', 'jasmine', ' ylang-ylang', ' tiare flower', ' neroli', ' rose']"
sacrebleu,"['fruits', ' red berries', ' mandarin orange', 'tuberose', ' cinnamon', ' jasmine', ' carnation']"
vespri-aromatico,"['italian lemon', ' herbal notes', ' bergamot', ' sea salt', ' dill', 'fennel', ' juniper', ' rosemary', ' geranium']"
un-jour-a-biarritz,"['black currant', ' bergamot', ' rose', 'honeysuckle', ' tonka bean', ' iris', ' jasmine']"
paul-smith-man,"['star anise', ' yuzu', ' bergamot', 'incense', ' patchouli']"
sexy-woman-love,"['almond', ' sweet orange', 'vanilla', ' cherry']"
monsieur-le-prince-elegant,"['mint', ' bergamot', 'violet leaf', ' geranium']"
bouquet-imperial,"['rosemary', ' lavender', ' orange', ' bergamot', ' lemon', ' anise', 'orange blossom', ' geranium', ' rose']"
jean-marie-farina-extra-vieille,"['amalfi lemon', ' bergamot', ' orange', ' mandarin orange', 'petitgrain', ' rosemary', ' neroli', ' carnation', ' rose']"
gingembre-rouge,"['pomegranate', ' ginger', ' mandarin orange', 'ginger flower', ' litchi', ' orange blossom']"
beleaf,"['bergamot', ' black currant', ' pink pepper', 'lily-of-the-valley', ' black fig', ' rose']"
dewberry-perfume-oil,"['black currant', ' grapefruit', ' red apple', ' pear', 'freesia', ' jasmine', ' lily-of-the-valley', ' rose']"
rococo,"['olibanum', ' bergamot', 'heliotrope', ' cloves', ' jasmine']"
millennials,"['rhubarb', ' grapefruit', ' pink pepper', ' incense', 'cloves', ' amber', ' leather', ' violet']"
stallion,"['orange', ' saffron', ' violet leaf', 'akigalawood', ' amber']"
cashmere-haze,"['lily-of-the-valley', 'jasmine']"
jeanne-la-plume,"['peach', ' apricot', 'raspberry', ' freesia', ' orange']"
l-air-de-rien,"['neroli', 'oakmoss', ' patchouli']"
le-pamplemousse,"['grapefruit', ' rhubarb', ' melon', 'rosemary', ' sage', ' orange blossom']"
vetiver-insolent,"['elemi', ' cardamom', ' black pepper', ' bergamot', 'iris', ' amber', ' lavender']"
montana-homme,"['lemon', ' bergamot', ' bitter orange', ' artemisia', ' mandarin orange', 'geranium', ' cedar', ' pepper', ' nutmeg', ' iris']"
hili,"['pink pepper', ' coriander', ' cinnamon', ' bergamot', 'tiare flower', ' ylang-ylang', ' tuberose', ' jasmine']"
antilope,"['aldehydes', ' bergamot', ' neroli', 'clary sage', ' carnation', ' iris', ' rose', ' violet', ' lily-of-the-valley', ' jasmine']"
addiction-absolu,"['dried fruits', ' rum', 'cognac', ' indonesian nutmeg', ' egyptian jasmine']"
stricnina,"['passionfruit', ' cassis', ' lemon', ' bergamot', 'raspberry', ' peach', ' floral notes', ' green notes', ' cinnamon']"
viena,"['blood orange', ' tangerine', 'honey', ' orange blossom', ' gardenia', ' jasmine', ' peach']"
sweden,"['saffron', ' cardamon', ' lemon', ' geranium', 'caramel', ' woody notes', ' vetiver', ' patchouli']"
erba-leather,"['passionfruit', ' bergamot', ' lemon', 'leather', ' jasmine', ' sandalwood']"
scarlet-lily,"['water lily', 'lily', ' ylang-ylang']"
garofano-carnation,"['neroli', ' bergamot', ' amalfi lemon', ' mandarin orange', 'clove', ' rosemary', ' petitgrain', ' lavender']"
clockwork,"['nutmeg', ' pepper', ' lemon', ' bergamot', 'cedar', ' balsam fir']"
patchouli-pour-homme,"['mandarin orange', ' lime', 'patchouli', ' cedar', ' geranium']"
laislablanca-2023,"['pine needles', ' dates', ' black currant', 'almond blossom', ' ylang-ylang', ' heliotrope']"
vittoria-apuana,"['orange', ' mandarin orange', ' bitter orange', 'coconut', ' banana', ' tiare flower']"
pure-grace-endless-summer,"['ice', ' tomato leaf', ' litchi', ' wild berries', 'pomelo', ' magnolia', ' jasmine']"
lierre-bois,"['ivy', 'pink pepper', ' cardamom']"
iris-homme,"['lemon', ' cardamom', ' orange blossom', 'iris', ' violet', ' jasmine']"
pacha-ibiza-24-7-women,"['green apple', ' apricot', ' ginger', ' bergamot', 'iris', ' peony', ' freesia']"
oscar-gold,"['bergamot', ' mandarin orange', ' rose', 'orange blossom', ' orris root', ' jasmine']"
ruffles,"['aldehydes', ' fruity notes', ' orange blossom', ' green notes', ' bergamot', 'tuberose', ' ylang-ylang', ' carnation', ' orchid', ' iris', ' jasmine', ' rose', ' lily-of-the-valley']"
raised-spirits,"['caramel', ' pimento leaf', ' rum', 'caramel', ' brown sugar', ' sugar cane']"
rue-la-boetie,"['bergamot', ' mandarin orange', 'iris', ' jasmine', ' peony']"
boho-vibes,"['petitgrain', ' lemon', 'peach', ' rose']"
plush,"['vanilla', ' ylang-ylang', ' orange blossom', ' jasmine', 'cashmere wood', ' musk', ' violet root', ' patchouli']"
tattoo,"['citruses', ' sage', 'pepper', ' green notes', ' thyme']"
mademoiselle-twist,"['mandarin orange', ' pepper', ' cassis', 'praline', ' jasmine']"
vibrant-scent,"['pink pepper', ' freesia', ' lily-of-the-valley', 'orris root', ' jasmine', ' cedar']"
heidi-klum-dreams,"['iris', ' plum', ' hawthorn', 'freesia', ' heliotrope', ' lily-of-the-valley', ' jasmine']"
matador,"['pear', ' black pepper', ' bergamot', 'violet leaf', ' iris', ' lavender']"
sortilege-2014,"['aldehydes', ' lilac', ' ylang-ylang', ' lily-of-the-valley', 'iris', ' narcissus', ' mimosa', ' jasmine', ' rose']"
mankind-hero,"['mountain air', ' lemon', ' coriander', 'lavender', ' vanilla', ' clary sage', ' plum wood']"
private-label,"['vetiver', ' leather', ' papyrus', 'patchouli', ' sandalwood']"
vanilla-lust,"['vanille', 'caramel', ' coconut', ' neroli']"
esencia-de-duende,"['bergamot', ' grapefruit', ' mandarin orange', ' coriander', 'hiacynth', ' lotus', ' lily-of-the-valley', ' jasmine', ' rose']"
her,"['red fruits', ' mandarin orange', ' plum', ' bergamot', 'magnolia', ' peach', ' rose', ' cashmere wood']"
eliana-turmalina,"['sea notes', ' bergamot', ' apple', ' cassis', ' apricot', 'green notes', ' iris', ' cacao', ' tuberose', ' jasmine']"
adieu-sagesse,"['neroli', ' narcissus', ' bergamot', ' lily-of-the-valley', ' black currant', 'carnation', ' jasmine', ' tuberose']"
cologne-officinale,"['basil', ' galbanum', 'lavender', ' sage', ' rosemary']"
hotel-particulier,"['rose', ' geranium', 'incense', ' vanila', ' sandalwood']"
ferre-eau-de-parfum,"['iris leaf', ' melon', ' pineapple', ' bergamot', 'iris', ' freesia', ' magnolia', ' ylang-ylang', ' jasmine', ' rose', ' lily-of-the-valley']"
aventure,"['elemi', ' grapefruit', ' black pepper', ' pink pepper', 'vetiver', ' moroccan cedar', ' patchouli']"
cette-nuit-la-confidentiel,"['galbanum', ' neroli', ' bergamot', 'jasmine', ' iris', ' caraway', ' coriander', ' violet leaf', ' bulgarian rose']"
confidentiel,"['pepper', ' grapefruit', ' pink pepper', 'incense', ' magnolia']"
grenade-pivoine,"['pomegranate', ' bergamot', ' pear', 'peony', ' rose']"
vanille,"['jasmine', 'vanilla', ' almond', ' tiare flower']"
plein-jeu-iii-v,"['lemon', ' ginger', ' black pepper', ' mimosa', 'olibanum', ' amber', ' jasmine']"
noir-d-orient,"['cinnamon', ' incense', 'exotic spices', ' rum', ' cloves']"
aurien-rubra,"['pink pepper', ' raspberry', ' freesia', 'magnolia', ' mango', ' tiare flower', ' salicylic acid']"
udaipur,"['magnolia', ' pink pepper', ' bergamot', 'jasmine sambac', ' gardenia', ' lotus']"
yujin-feroce,"['black currant', ' ylang-ylang', ' jasmine', 'mango', ' peach', ' gardenia', ' iris']"
white-diamonds-eau-de-parfum,"['lily', ' neroli', ' bergamot', 'ylang-ylang', ' narcissus', ' egyptian tuberose', ' rose', ' jasmine', ' violet']"
le-peche-homme,"['osmanthus', ' hibiscus', ' african orange flower', 'jasmine', ' amber', ' vanille']"
baume-du-doge,"['cinnamon', ' orange', ' cardamom', ' pepper', ' coriander', ' watercress', ' bergamot', 'myrhh', ' cedar', ' olibanum', ' saffron']"
paestum-rose,"['pink pepper', ' black pepper', ' coriander', ' artemisia', 'turkish rose', ' incense', ' osmanthus']"
un-air-d-amour-pour-madame,"['ylang-ylang', ' freesia', ' magnolia', 'clove', ' tuberose', ' sandalwood', ' patchouli', ' virginia cedar', ' cinnamon']"
denim-1976,"['bergamot', ' aldehydes', ' green notes', 'lavender', ' jasmine']"
assam-oudh,"['blood orange', ' bergamot', ' lemon', ' coriander', 'sugar', ' pink pepper', ' peony', ' jasmine']"
under-my-skin,"['spicy notes', ' black pepper', ' lavender', ' grapefruit', 'orris root', ' carnation', ' bulgarian rose']"
tabac-d-or,"['guava', ' grapefruit', 'myrrh', ' benzoin', ' heliotrope', ' black pepper']"
l-ambra,"['bulgarian rose', 'amber', ' sandalwood', ' cashmere wood', ' patchouli']"
i-for-women-woody-floral-with-vintage-rose,"['mandarin orange', 'rose']"
l-for-men,"['petitgrain', ' grapefruit', 'agarwood (oud)', ' rose']"
tabac-blanc,"['mate', ' white tea', ' bergamot', 'iris', ' jasmine']"
narcisse-noir,"['orange blossom', ' neroli', 'jasmine', ' rose']"
mula-mula,"['caramel', ' peach', ' strawberry', ' raspberry', 'ginger', ' pink pepper', ' labdanum']"
contre-pouvoir,"['cardamom', ' bergamot', ' grapefruit', 'licorice', ' holly', ' elemi']"
classic-1920,"['apricot', ' bergamot', ' nutmeg', ' basil', 'lavender', ' osmanthus', ' rose', ' jasmine', ' juniper berries']"
bogner-man,"['galbanum', ' rosemary', ' artemisia', ' lemon', 'carnation', ' cinnamon', ' geranium']"
sweet-sunrise,"['peach', ' mandarin orange', ' wild berries', 'gardenia', ' coconut', ' jasmine', ' orchid']"
cafe-noir,"['coffee', ' lavender', ' cardamom', ' pepper', 'patchouli', ' vanille', ' virginia cedar', ' rose']"
sahara-blue,"['ginger', ' lemon', ' pink pepper', ' granny smith apple', 'coriander', ' lavender', ' jasmine sambac']"
musk-al-ghazal,"['caraway', ' anise', 'musk']"
thank-u-next-2-0,"['apple juice', ' wild strawberry', ' pomegranate', 'white orchid', ' jasmine']"
tag-him-prestige,"['grapefruit', ' mint', ' bergamot', 'lavender', ' blood orange', ' cinnamon', ' pepper']"
the-pride-of-armaf-for-men,"['lemon', ' lemon verbena', ' bergamot', 'nutmeg', ' oakmoss', ' cinnamon']"
ariane,"['aldehydes', ' palisander rosewood', ' pink pepper', ' coriander', ' bergamot', ' peach', 'rose', ' carnation', ' orchid', ' ylang-ylang', ' orris root', ' lily-of-the-valley', ' jasmine']"
fresh-citrus,"['lemon', ' bergamot', ' tangerine', 'rosemary', ' cardamom', ' clary sage']"
tasha,"['aldehydes', ' hyacinth', 'rose', ' jasmine']"
petit-attitude-happy-bug,"['cherry', ' kiwi', ' italian mandarin', ' cassis', 'caramel', ' water lily', ' damask rose', ' salt', ' jasmine']"
segno-visionary,"['fig', ' sicilian lemon', ' sicilian bergamot', 'rum', ' lavender', ' cappuccino']"
today-tomorrow-always-everlasting,"['almond milk', ' flowers', 'neroli']"
azzaro-pour-homme-cologne-intense,"['lime', 'lavender']"
atlantic,"['citruses', 'sea notes']"
dark-kiss,"['blackberry', ' incense', ' mirabelle', ' bergamot', 'amber', ' rose', ' peony', ' geranium']"
morocco-orchid-pink-amber,"['apricot', ' fig', ' sand', ' lemon verbena', ' spicy notes', 'orchid', ' jasmine', ' turmeric']"
paris-for-men,"['bergamot', ' watermelon', ' mandarin orange', ' lemon', ' blood orange', 'violet', ' lavender', ' calone', ' ginger']"
gardenia-fresh-rain,"['rain notes', ' gardenia', ' nectarine', ' green notes', ' bergamot', 'jasmine', ' peony', ' blue hyacinth']"
in-control-curious,"['fruity notes', 'sweet notes', ' vanille', ' tonka bean', ' orchid']"
blv-notte-pour-femme,"['ginger', ' galanga', ' anise', ' bergamot', ' mandarin orange', 'vodka', ' iris', ' black locust']"
aqva-pour-homme,"['mandarin orange', ' orange', ' petitgrain', 'seaweed', ' lavender', ' cotton flower']"
bvlgari-eau-parfumee-au-the-vert-extreme,"['bergamot', ' coriander', ' pepper', ' orange', ' orange blossom', 'cardamom', ' jasmine', ' bulgarian rose']"
ck-one-we-are-one-magnets,"['lavender', ' bergamot', ' cardamom', ' freesia', ' mandarin orange', 'tea', ' african orange flower', ' violet', ' rose']"
